Label,Trial_ID,Time,S0,S1,S2,S3,S4
smart_phone,7,12.75,2988918.37,3384937.34,8918620.17,10655266.18,11400306.39
smart_phone,7,12.8,2984436.72,3369301.55,8920617.34,10726390.61,11468740.87
smart_phone,7,12.85,2988447.43,3366872.42,8918481.35,10667759.82,11448449.43
smart_phone,7,12.9,2985288.1,3388469.85,8859682.04,10659196.14,11379725.76
smart_phone,7,12.95,2967640.04,3369004.91,8908240.91,10663400.97,11459006.67
smart_phone,7,13.0,2970757.56,3387266.59,8864014.83,10654103.31,11379025.21
smart_phone,7,13.05,2968772.4,3363674.08,8867775.58,10665826.44,11458560.1
smart_phone,7,13.1,2969923.76,3367290.98,8852809.13,10722732.54,11450560.17
smart_phone,7,13.15,2969585.12,3385083.81,8864186.66,10713523.27,11390533.53
smart_phone,7,13.2,2985927.38,3387266.47,8868177.04,10715798.27,11449620.47
smart_phone,7,13.25,2984524.3,3385747.8,8907691.2,10726485.4,11398984.32
smart_phone,7,13.3,2984702.68,3387519.04,8865965.69,10729019.01,11447880.73
smart_phone,7,13.35,2985050.28,3366409.85,8861739.66,10719060.4,11398732.91
smart_phone,7,13.4,2983210.01,3368036.51,8910135.04,10649618.54,11392107.3
smart_phone,7,13.45,2988862.93,3363467.61,8862200.38,10662868.88,11395755.76
smart_phone,7,13.5,2969289.35,3363636.72,8866462.73,10731013.13,11465854.69
smart_phone,7,13.55,2968828.35,3369076.34,8853026.11,10717809.31,11380103.76
smart_phone,7,13.6,2984077.06,3366552.61,8865689.47,10730091.58,11389917.51
smart_phone,7,13.65,2966991.03,3383336.07,8862915.83,10650764.67,11398899.8
smart_phone,7,13.7,2971133.06,3368295.72,8910565.04,10657819.39,11452456.03
smart_phone,7,13.75,2968181.01,3364873.02,8867978.87,10658106.46,11396284.72
smart_phone,7,13.8,2988059.51,3368392.43,8921128.41,10722446.1,11464969.9
smart_phone,7,13.85,2968580.12,3386057.73,8919699.96,10730201.0,11385512.46
smart_phone,7,13.9,2986636.87,3386610.97,8913323.73,10669388.26,11391130.52
smart_phone,7,13.95,2987594.79,3385706.5,8921302.36,10723965.29,11386727.24
smart_phone,8,14.0,2968245.28,3393160.09,8961307.11,10735267.43,11496738.72
smart_phone,8,14.05,2953233.22,3389247.45,8970260.61,10738943.14,11443672.26
smart_phone,8,14.1,2967821.6,3374774.88,8920570.36,10664581.43,11506399.68
smart_phone,8,14.15,2971370.78,3373376.09,8965101.3,10734792.26,11432576.95
smart_phone,8,14.2,2952952.58,3371785.93,8961533.95,10725116.14,11437862.22
smart_phone,8,14.25,2967842.17,3372806.5,8908009.5,10665826.54,11434549.44
smart_phone,8,14.3,2954964.21,3390881.79,8961691.65,10660789.18,11504175.72
smart_phone,8,14.35,2953057.8,3368839.07,8911312.38,10726620.4,11447063.81
smart_phone,8,14.4,2950665.45,3394388.96,8972670.36,10659916.52,11511993.05
smart_phone,8,14.45,2953797.63,3371331.97,8915529.82,10731202.08,11427728.58
smart_phone,8,14.5,2972328.75,3388967.52,8961171.78,10728527.25,11434871.98
smart_phone,8,14.55,2971907.68,3369323.24,8973178.15,10741251.52,11504518.26
smart_phone,8,14.6,2953169.87,3374007.56,8915693.13,10666834.85,11431273.69
smart_phone,8,14.65,2969843.73,3372831.44,8972469.09,10678199.75,11503223.73
smart_phone,8,14.7,2950382.36,3368557.42,8975066.75,10743129.77,11499849.24
smart_phone,8,14.75,2949904.33,3389138.35,8917420.18,10728296.61,11437943.13
smart_phone,8,14.8,2969873.68,3393802.57,8978765.55,10661613.23,11431987.18
smart_phone,8,14.85,2970312.73,3372039.56,8961714.68,10672146.75,11516661.76
smart_phone,8,14.9,2952623.97,3370396.3,8975291.73,10680026.8,11503046.89
smart_phone,8,14.95,2969204.77,3388589.43,8978311.24,10667623.18,11507180.13
smart_phone,8,15.0,2952263.12,3390944.32,8908312.03,10665248.59,11515450.21
smart_phone,8,15.05,2972497.28,3368785.59,8976051.13,10733327.45,11438215.82
smart_phone,8,15.1,2968199.03,3369432.13,8908362.15,10725926.44,11446357.99
smart_phone,8,15.15,2970396.14,3394803.8,8913075.25,10726330.1,11504458.48
smart_phone,8,15.2,2952496.07,3389679.16,8965690.75,10741669.58,11500148.43
smart_phone,8,15.25,2971093.06,3371551.07,8923912.32,10743191.93,11428896.74
smart_phone,8,15.3,2968179.77,3373899.51,8918435.0,10735783.47,11445648.09
smart_phone,8,15.35,2951806.28,3393325.38,8909630.21,10729670.24,11437864.42
smart_phone,8,15.4,2970488.56,3391287.77,8963179.77,10733660.18,11440672.99
smart_phone,8,15.45,2970846.16,3393752.4,8967586.31,10679388.9,11506919.7
smart_phone,8,15.5,2967884.98,3392024.01,8913528.24,10734805.37,11447924.46
smart_phone,8,15.55,2968502.46,3372158.78,8919143.35,10675135.61,11510414.57
smart_phone,8,15.6,2970486.67,3390085.81,8923332.22,10729499.43,11507989.57
smart_phone,8,15.65,2954571.94,3392014.33,8913819.58,10734522.2,11500502.01
smart_phone,8,15.7,2969297.66,3389768.46,8970770.55,10740700.09,11512700.65
smart_phone,8,15.75,2954587.37,3395147.04,8962775.21,10676376.16,11508384.69
smart_phone,8,15.8,2970142.88,3368250.06,8963023.22,10676597.79,11431442.35
smart_phone,8,15.85,2967961.91,3389298.19,8923037.03,10676744.88,11443319.19
smart_phone,8,15.9,2968057.95,3394261.13,8924582.34,10733914.44,11505915.43
smart_phone,8,15.95,2954119.52,3370715.85,8974575.91,10730051.9,11509178.38
smart_phone,9,16.0,2965915.02,3370952.31,8857701.38,10659255.45,11392299.6
smart_phone,9,16.05,2969805.37,3370203.4,8845054.8,10674170.86,11371605.01
smart_phone,9,16.1,2965629.57,3368241.33,8844089.24,10740626.01,11448642.53
smart_phone,9,16.15,2987122.05,3366646.82,8855453.53,10737257.44,11375049.31
smart_phone,9,16.2,2968000.35,3388609.79,8857664.81,10670405.2,11382653.95
smart_phone,9,16.25,2967528.3,3368633.56,8857024.67,10668105.79,11460724.8
smart_phone,9,16.3,2970993.57,3385568.48,8843968.08,10723842.46,11374653.26
smart_phone,9,16.35,2988519.73,3387683.04,8856945.21,10726889.86,11379075.46
smart_phone,9,16.4,2968074.86,3370945.05,8841503.77,10675438.48,11391932.29
smart_phone,9,16.45,2987937.15,3367368.58,8895893.5,10666008.25,11451121.45
smart_phone,9,16.5,2971027.5,3369091.76,8906225.86,10738810.06,11447523.5
smart_phone,9,16.55,2983490.51,3368262.68,8843972.85,10721708.37,11449080.75
smart_phone,9,16.6,2965359.18,3385205.07,8847854.67,10738583.01,11372684.88
smart_phone,9,16.65,2984009.12,3387781.08,8852017.17,10739632.13,11455645.57
smart_phone,9,16.7,2967142.31,3370333.5,8842960.2,10721295.66,11451681.59
smart_phone,9,16.75,2983114.75,3370193.77,8901810.05,10673195.37,11388835.48
smart_phone,9,16.8,2969453.26,3369089.69,8901894.54,10731137.54,11374464.79
smart_phone,9,16.85,2969545.72,3388958.59,8910845.38,10663836.35,11449015.82
smart_phone,9,16.9,2965214.7,3369209.24,8853084.16,10724748.03,11380525.57
smart_phone,9,16.95,2986166.65,3366206.14,8857547.34,10672234.17,11451617.64
smart_phone,9,17.0,2967475.31,3369680.65,8847347.4,10736891.62,11460224.39
smart_phone,9,17.05,2987025.62,3366988.45,8907305.19,10658604.52,11461482.25
smart_phone,9,17.1,2966465.23,3368293.68,8858871.2,10728488.1,11452640.36
smart_phone,9,17.15,2969932.67,3365246.88,8846014.02,10657374.03,11379771.14
smart_phone,9,17.2,2971010.99,3390642.19,8901566.35,10731630.61,11454721.79
smart_phone,9,17.25,2967599.25,3365406.67,8911334.7,10667322.63,11443435.41
smart_phone,9,17.3,2967284.66,3385302.63,8903863.63,10736398.53,11450261.81
smart_phone,9,17.35,2984489.8,3369087.14,8846166.94,10727024.02,11458293.24
smart_phone,9,17.4,2984636.43,3370055.78,8906870.4,10673298.72,11458093.05
smart_phone,9,17.45,2984766.36,3366130.9,8849300.56,10735691.79,11456810.62
smart_phone,9,17.5,2969096.14,3364736.39,8843888.38,10659379.72,11387123.01
smart_phone,9,17.55,2987261.5,3391515.74,8910579.34,10676000.64,11445141.03
smart_phone,9,17.6,2968072.54,3388473.93,8847165.43,10737515.42,11448823.17
smart_phone,9,17.65,2985821.46,3386597.45,8906726.23,10737898.76,11454356.57
smart_phone,9,17.7,2965537.07,3369879.23,8855552.15,10671541.97,11446518.9
